customer_id,age,annual_income,employment_length,state,credit_score
CUST007454,50,"$64,716",,MI,679
CUST007455,25,43954.0,1 years,NC,670
CUST007456,25,48820.0,2 years,MI,707
CUST007457,27,32422.0,< 1 year,CA,726
CUST007458,47,50526.0,10+ years,MA,622
CUST007459,30,"$64,357",1 years,OH,769
CUST007460,21,12000.0,< 1 year,MO,818
CUST007461,30,48811.0,2 years,TX,685
CUST007462,37,42039.0,3 years,MO,625
CUST007463,23,"$35,958",< 1 year,CA,615
CUST007464,24,29213.0,< 1 year,WA,696
CUST007465,63,94622.0,10+ years,MD,645
CUST007466,27,38487.0,1 years,FL,-1
CUST007467,34,19286.0,5 years,MD,643
CUST007468,33,17410.0,3 years,TX,689
CUST007469,32,34974.0,6 years,TN,651
CUST007470,45,62914.0,9 years,FL,573
CUST007471,49,78208.0,10+ years,IN,708
CUST007472,34,30559.0,3 years,MD,715
CUST007473,23,"$12,000",< 1 year,NC,734
CUST007474,53,,10+ years,OH,620
CUST007475,36,43635.0,,IL,717
CUST007476,58,71548.0,10+ years,AZ,704
CUST007477,21,12000.0,< 1 year,MO,697
CUST007478,40,65692.0,10+ years,IL,674
CUST007479,61,"$60,755",10+ years,California,684
CUST007480,33,44021.0,< 1 year,AZ,722
CUST007481,35,45935.0,7 years,MO,735
CUST007482,41,57248.0,10+ years,NC,628
CUST007483,31,25831.0,5 years,PA,652
CUST007484,34,26750.0,7 years,NC,669
CUST007485,33,52196.0,10+ years,GA,789
CUST007486,30,44090.0,6 years,CA,745
CUST007487,52,67226.0,10+ years,IN,736
CUST007488,43,"$68,286",9 years,va,750
CUST007489,41,54125.0,10+ years,GA,675
CUST007490,47,50649.0,10+ years,pa,662
CUST007491,34,48370.0,10+ years,WA,999
CUST007492,28,40157.0,6 years,NJ,619
CUST007493,30,42933.0,2 years,in,462
CUST007494,38,32154.0,6 years,MO,622
CUST007495,25,15114.0,< 1 year,IN,623
CUST007496,31,50202.0,7 years,NC,735
CUST007497,31,"$34,774",5 years,FL,634
CUST007498,63,46252.0,10+ years,MO,651
CUST007499,21,12000.0,< 1 year,TX,716
CUST007500,35,22022.0,8 years,OH,682
CUST007501,58,85410.0,10+ years,WI,620
CUST007502,39,,10+ years,MA,627
CUST007503,47,56730.0,10+ years,TN,656
CUST007504,39,41301.0,6 years,AZ,674
CUST007505,29,18718.0,2 years,WI,690
CUST007506,21,"$36,397",2 years,WA,833
CUST007507,40,"$57,585",8 years,MI,644
CUST007508,28,22832.0,4 years,CA,635
CUST007509,28,"$54,431",5 years,Georgia,723
CUST007510,32,49374.0,7 years,IL,703
CUST007511,58,56592.0,10+ years,WA,665
CUST007512,66,74690.0,10+ years,MA,699
CUST007513,40,42281.0,10+ years,IL,721
CUST007514,32,42886.0,4 years,IN,740
CUST007515,23,12000.0,< 1 year,MA,663
CUST007516,43,40824.0,10+ years,VA,541
CUST007517,59,82516.0,10+ years,TN,598
CUST007518,35,17997.0,10+ years,TX,676
CUST007519,21,22034.0,< 1 year,ga,691
CUST007520,46,36606.0,10+ years,WI,692
CUST007521,49,72298.0,10+ years,fl,643
CUST007522,21,30150.0,< 1 year,PA,675
CUST007523,40,25784.0,9 years,va,677
CUST007524,43,35764.0,3 years,WA,580
CUST007525,37,44409.0,4 years,AZ,599
CUST007526,28,12000.0,5 years,TX,747
CUST007527,50,43298.0,,MD,600
CUST007528,33,,8 years,MO,736
CUST007529,21,44273.0,2 years,CA,633
CUST007530,21,"$16,350",3 years,WI,586
CUST007531,53,73291.0,10+ years,TN,725
CUST007532,45,46706.0,10+ years,OH,646
CUST007533,39,57768.0,6 years,WA,666
CUST007534,32,"$14,917",4 years,PA,784
CUST007535,31,"$26,151",4 years,IN,729
CUST007536,25,,5 years,AZ,645
CUST007537,32,40868.0,7 years,Florida,762
CUST007538,21,29857.0,< 1 year,TX,588
CUST007539,29,37491.0,6 years,PA,715
CUST007540,34,48189.0,6 years,MO,626
CUST007541,45,53626.0,5 years,WA,696
CUST007542,37,46811.0,9 years,WI,708
CUST007543,47,41002.0,10+ years,MI,617
CUST007544,54,40329.0,10+ years,NY,663
CUST007545,50,43032.0,10+ years,FL,733
CUST007546,43,26095.0,7 years,NJ,747
CUST007547,38,48767.0,8 years,WI,577
CUST007548,26,45086.0,3 years,WA,603
CUST007549,46,40782.0,,ga,689
CUST007550,58,84528.0,10+ years,OH,703
CUST007551,42,56977.0,10+ years,OH,648
CUST007552,61,64694.0,10+ years,AZ,697
CUST007553,21,19759.0,2 years,OH,659
CUST007554,24,"$45,332",< 1 year,TN,598
CUST007555,48,"$22,544",10+ years,Ohio,549
CUST007556,41,65671.0,9 years,mo,629
CUST007557,53,"$76,840",10+ years,FL,727
CUST007558,37,35362.0,5 years,PA,626
CUST007559,27,30807.0,3 years,mo,751
CUST007560,35,66202.0,7 years,MO,644
CUST007561,21,12000.0,< 1 year,NC,672
CUST007562,24,25869.0,1 years,WA,630
CUST007563,49,68309.0,10+ years,AZ,630
CUST007564,48,60546.0,10+ years,NY,720
CUST007565,42,50981.0,10+ years,md,638
CUST007566,21,52252.0,< 1 year,NC,695
CUST007567,33,22777.0,2 years,TX,606
CUST007568,23,12000.0,2 years,TN,758
CUST007569,52,24504.0,10+ years,TX,710
CUST007570,30,19620.0,3 years,OH,698
CUST007571,24,18624.0,< 1 year,OH,732
CUST007572,38,50198.0,6 years,il,777
CUST007573,30,50196.0,2 years,MA,672
CUST007574,55,"$51,341",10+ years,IN,768
CUST007575,29,32460.0,2 years,IN,666
CUST007576,21,45939.0,< 1 year,CA,9999
CUST007577,21,22188.0,< 1 year,MA,789
CUST007578,37,51981.0,6 years,OH,723
CUST007579,31,53813.0,8 years,MO,745
CUST007580,21,12000.0,< 1 year,az,829
CUST007581,52,"$45,200",10+ years,NJ,580
CUST007582,46,79316.0,10+ years,NC,716
CUST007583,37,52888.0,5 years,TN,641
CUST007584,54,44695.0,,MI,720
CUST007585,45,37950.0,10+ years,NC,594
CUST007586,28,30394.0,4 years,MD,679
CUST007587,25,,< 1 year,OH,662
CUST007588,47,70926.0,10+ years,NY,673
CUST007589,42,66206.0,10+ years,MI,654
CUST007590,40,,10+ years,WA,701
CUST007591,27,32085.0,< 1 year,PA,610
CUST007592,45,41825.0,6 years,VA,642
CUST007593,28,27165.0,8 years,IL,721
CUST007594,36,26158.0,4 years,MD,645
CUST007595,55,52721.0,10+ years,VA,650
CUST007596,30,24908.0,2 years,PA,707
CUST007597,21,"$22,823",3 years,NC,602
CUST007598,25,36110.0,4 years,GA,675
CUST007599,49,,10+ years,MO,719
CUST007600,41,43517.0,,FL,634
CUST007601,36,"$51,819",6 years,FL,619
CUST007602,31,34312.0,6 years,AZ,624
CUST007603,43,65843.0,,pa,648
CUST007604,27,"$13,370",< 1 year,TX,772
CUST007605,41,40966.0,6 years,MO,559
CUST007606,29,44543.0,2 years,VA,718
CUST007607,27,"$40,924",1 years,VA,729
CUST007608,30,"$44,799",2 years,MO,569
CUST007609,33,60539.0,7 years,TN,698
CUST007610,37,18194.0,4 years,WA,605
CUST007611,40,28983.0,10+ years,MO,691
CUST007612,21,"$33,419",< 1 year,PA,826
CUST007613,28,45601.0,< 1 year,WA,766
CUST007614,33,"$49,226",6 years,PA,747
CUST007615,56,"$107,630",10+ years,MI,681
CUST007616,25,16062.0,5 years,OH,702
CUST007617,39,52138.0,9 years,NJ,9999
CUST007618,55,64737.0,8 years,MA,688
CUST007619,22,35521.0,< 1 year,MO,590
CUST007620,42,55837.0,6 years,NC,663
CUST007621,28,25636.0,< 1 year,GA,672
CUST007622,31,42817.0,6 years,MA,760
CUST007623,28,"$34,652",2 years,fl,609
CUST007624,29,"$36,523",2 years,WA,719
CUST007625,70,100807.0,10+ years,GA,715
CUST007626,48,94610.0,9 years,WA,658
CUST007627,51,32293.0,10+ years,WA,642
CUST007628,43,70733.0,10+ years,WA,707
CUST007629,21,34637.0,2 years,TX,753
CUST007630,42,39075.0,,VA,659
CUST007631,50,54361.0,10+ years,IN,709
CUST007632,27,45431.0,5 years,MA,664
CUST007633,49,"$59,358",10+ years,NY,708
CUST007634,46,54265.0,10+ years,WI,600
CUST007635,60,61500.0,10+ years,WI,698
CUST007636,32,26814.0,8 years,WA,667
CUST007637,24,14115.0,< 1 year,ny,9999
CUST007638,33,31751.0,5 years,IL,703
CUST007639,55,63872.0,10+ years,TN,660
CUST007640,21,30317.0,< 1 year,,755
CUST007641,21,12654.0,< 1 year,MD,734
CUST007642,39,57933.0,10+ years,VA,614
CUST007643,32,24581.0,2 years,TN,850
CUST007644,38,"$56,933",9 years,NY,687
CUST007645,49,45610.0,10+ years,FL,748
CUST007646,31,67256.0,,NC,710
CUST007647,21,34725.0,3 years,MO,672
CUST007648,62,86815.0,10+ years,GA,667
CUST007649,26,28420.0,1 years,PA,604
CUST007650,25,38907.0,3 years,Illinois,677
CUST007651,51,42218.0,10+ years,IN,736
CUST007652,33,24759.0,4 years,OH,665
CUST007653,37,,10+ years,GA,743
CUST007654,43,74168.0,10+ years,MO,809
CUST007655,51,76099.0,10+ years,WA,718
CUST007656,33,12000.0,7 years,WA,653
CUST007657,56,52209.0,10+ years,MA,579
CUST007658,21,23698.0,< 1 year,,678
CUST007659,47,75045.0,,IL,572
CUST007660,27,35863.0,< 1 year,PA,668
CUST007661,54,26539.0,10+ years,IL,685
CUST007662,39,"$29,010",10+ years,AZ,695
CUST007663,29,45401.0,2 years,CA,644
CUST007664,45,56861.0,10+ years,MI,714
CUST007665,48,59424.0,7 years,oh,660
CUST007666,45,70480.0,6 years,oh,728
CUST007667,25,24607.0,< 1 year,WI,560
CUST007668,32,48682.0,8 years,OH,665
CUST007669,37,68828.0,10+ years,GA,678
CUST007670,37,47567.0,10+ years,GA,645
CUST007671,46,41584.0,10+ years,Ohio,632
CUST007672,21,18602.0,< 1 year,MD,638
CUST007673,42,36651.0,9 years,CA,578
CUST007674,34,12000.0,5 years,FL,620
CUST007675,27,20342.0,< 1 year,md,733
CUST007676,29,44133.0,5 years,AZ,725
CUST007677,35,41941.0,5 years,NJ,658
CUST007678,21,45383.0,< 1 year,NC,620
CUST007679,29,36759.0,3 years,,611
CUST007680,27,45454.0,2 years,,733
CUST007681,44,26205.0,10+ years,FL,606
CUST007682,28,26821.0,3 years,NY,684
CUST007683,35,37766.0,10+ years,NC,733
CUST007684,56,54618.0,10+ years,TX,813
CUST007685,49,81486.0,10+ years,AZ,650
CUST007686,48,28451.0,10+ years,MO,680
CUST007687,32,36492.0,4 years,TX,727
CUST007688,44,69588.0,9 years,AZ,676
CUST007689,35,53250.0,3 years,in,714
CUST007690,35,"$36,103",2 years,IN,688
CUST007691,42,36700.0,,PA,651
CUST007692,30,52165.0,1 years,IL,793
CUST007693,55,57983.0,10+ years,IN,637
CUST007694,36,30542.0,,NC,581
CUST007695,45,,10+ years,Illinois,691
CUST007696,55,70411.0,10+ years,AZ,671
CUST007697,50,54520.0,10+ years,CA,657
CUST007698,21,"$29,878",< 1 year,AZ,689
CUST007699,43,58077.0,,MD,693
CUST007700,48,56594.0,10+ years,PA,816
CUST007701,48,59706.0,10+ years,WA,677
CUST007702,24,12000.0,< 1 year,MI,631
CUST007703,30,34216.0,9 years,OH,709
CUST007704,49,49006.0,10+ years,MO,674
CUST007705,28,21410.0,< 1 year,CA,680
CUST007706,34,30330.0,2 years,CA,653
CUST007707,56,59550.0,10+ years,IL,706
CUST007708,37,39743.0,7 years,NJ,722
CUST007709,29,37091.0,2 years,CA,770
CUST007710,27,21197.0,4 years,AZ,591
CUST007711,41,56771.0,10+ years,WI,645
CUST007712,22,37238.0,< 1 year,tn,692
CUST007713,35,52684.0,7 years,tx,672
CUST007714,41,63027.0,10+ years,CA,694
CUST007715,53,54875.0,10+ years,IN,713
CUST007716,46,"$50,940",6 years,TX,586
CUST007717,29,38299.0,6 years,NY,743
CUST007718,52,55826.0,10+ years,CA,634
CUST007719,34,23223.0,< 1 year,NJ,758
CUST007720,23,19865.0,< 1 year,PA,588
CUST007721,35,66320.0,8 years,IL,715
CUST007722,55,54653.0,10+ years,NY,623
CUST007723,39,34694.0,6 years,OH,708
CUST007724,38,37196.0,6 years,TN,673
CUST007725,57,76554.0,10+ years,MI,767
CUST007726,21,"$30,220",< 1 year,GA,747
CUST007727,22,36794.0,< 1 year,mo,709
CUST007728,21,62988.0,,MD,661
CUST007729,42,62516.0,10+ years,MA,680
CUST007730,39,60093.0,7 years,IL,653
CUST007731,56,,10+ years,MA,713
CUST007732,40,55143.0,10+ years,IL,707
CUST007733,33,33522.0,4 years,TN,666
CUST007734,38,40857.0,3 years,wa,763
CUST007735,39,,10+ years,WI,698
CUST007736,21,12000.0,1 years,IN,587
CUST007737,70,54601.0,10+ years,PA,700
CUST007738,44,40284.0,7 years,IN,775
CUST007739,40,60098.0,7 years,MA,707
CUST007740,45,62691.0,10+ years,IL,669
CUST007741,46,52600.0,10+ years,NJ,592
CUST007742,36,59038.0,10+ years,VA,699
CUST007743,30,44924.0,4 years,FL,691
CUST007744,45,58960.0,10+ years,OH,596
CUST007745,42,49941.0,10+ years,NY,740
CUST007746,28,46845.0,4 years,WA,636
CUST007747,55,77130.0,10+ years,IN,717
CUST007748,41,"$44,904",9 years,GA,632
CUST007749,46,67201.0,10+ years,FL,634
CUST007750,54,54794.0,10+ years,WI,646
CUST007751,38,48923.0,7 years,NJ,773
CUST007752,41,55006.0,10+ years,AZ,768
CUST007753,47,51175.0,8 years,TN,718
CUST007754,29,36612.0,8 years,IL,632
CUST007755,38,54521.0,7 years,NC,638
CUST007756,39,30364.0,9 years,WI,708
CUST007757,26,33760.0,1 years,NC,735
CUST007758,65,111021.0,10+ years,MO,723
CUST007759,21,12605.0,< 1 year,VA,758
CUST007760,22,41650.0,< 1 year,PA,718
CUST007761,53,61965.0,10+ years,mo,659
CUST007762,46,"$72,745",10+ years,MI,590
CUST007763,25,18948.0,< 1 year,WA,621
CUST007764,45,,9 years,AZ,636
CUST007765,55,98963.0,10+ years,NY,772
CUST007766,37,41602.0,4 years,PA,649
CUST007767,69,"$92,101",10+ years,tx,633
CUST007768,21,33918.0,1 years,TX,594
CUST007769,46,24572.0,10+ years,MI,704
CUST007770,51,67693.0,10+ years,MI,665
CUST007771,48,38837.0,10+ years,OH,664
CUST007772,35,51294.0,4 years,NJ,671
CUST007773,34,42366.0,3 years,MD,640
CUST007774,43,34673.0,10+ years,CA,682
CUST007775,47,38343.0,10+ years,NC,578
CUST007776,45,"$52,709",10+ years,PA,558
CUST007777,50,97015.0,6 years,OH,663
CUST007778,25,54150.0,< 1 year,NY,642
CUST007779,35,47193.0,3 years,MO,635
CUST007780,26,38730.0,1 years,TX,645
CUST007781,33,48424.0,5 years,CA,682
CUST007782,50,51783.0,10+ years,NC,664
CUST007783,39,36211.0,10+ years,PA,732
CUST007784,69,95366.0,10+ years,NJ,670
CUST007785,40,38775.0,10+ years,nc,681
CUST007786,38,67008.0,8 years,OH,700
CUST007787,39,26301.0,8 years,IL,751
CUST007788,30,22276.0,7 years,IL,752
CUST007789,37,"$65,435",2 years,mi,643
CUST007790,51,56697.0,10+ years,IN,694
CUST007791,39,44761.0,9 years,WA,675
CUST007792,28,43081.0,4 years,NJ,618
CUST007793,26,48382.0,1 years,MD,756
CUST007794,32,47347.0,4 years,WI,635
CUST007795,38,49709.0,10+ years,MD,661
CUST007796,52,74210.0,10+ years,MD,627
CUST007797,21,31137.0,< 1 year,Pennsylvania,628
CUST007798,34,56877.0,8 years,NJ,680
CUST007799,39,89454.0,10+ years,FL,9999
CUST007800,21,32580.0,< 1 year,OH,666
CUST007801,27,19302.0,1 years,VA,680
CUST007802,29,50181.0,6 years,MD,632
CUST007803,28,31206.0,4 years,mo,643
CUST007804,40,52857.0,7 years,pa,768
CUST007805,36,48500.0,8 years,IN,723
CUST007806,31,28276.0,4 years,OH,649
CUST007807,43,45838.0,10+ years,ny,999
CUST007808,58,"$34,775",10+ years,TX,679
CUST007809,57,66679.0,10+ years,OH,701
CUST007810,21,33412.0,1 years,,618
CUST007811,44,52820.0,10+ years,CA,694
CUST007812,35,34900.0,8 years,WA,609
CUST007813,39,52257.0,9 years,IL,678
CUST007814,33,25262.0,8 years,MA,818
CUST007815,39,30731.0,9 years,WA,653
CUST007816,39,54488.0,10+ years,MO,673
CUST007817,31,45713.0,6 years,WI,684
CUST007818,27,39866.0,3 years,NJ,681
CUST007819,32,33692.0,3 years,MI,701
CUST007820,40,64204.0,,GA,750
CUST007821,45,36944.0,10+ years,OH,749
CUST007822,48,52945.0,10+ years,nc,718
CUST007823,32,49417.0,7 years,VA,662
CUST007824,41,61894.0,10+ years,,570
CUST007825,49,47014.0,9 years,CA,645
CUST007826,51,93139.0,10+ years,MD,639
CUST007827,37,42242.0,10+ years,WI,642
CUST007828,35,43117.0,6 years,WA,641
CUST007829,40,62472.0,10+ years,IN,586
CUST007830,24,51879.0,2 years,CA,712
CUST007831,35,42723.0,10+ years,NC,685
CUST007832,46,72599.0,10+ years,NY,687
CUST007833,45,46958.0,10+ years,IL,730
CUST007834,34,65626.0,9 years,PA,675
CUST007835,40,48379.0,10+ years,nj,709
CUST007836,28,38116.0,5 years,il,728
CUST007837,46,49798.0,10+ years,VA,651
CUST007838,37,47440.0,5 years,MD,703
CUST007839,34,29645.0,8 years,MO,662
CUST007840,33,38463.0,5 years,NC,649
CUST007841,37,"$44,457",6 years,IN,492
CUST007842,32,22361.0,4 years,CA,588
CUST007843,45,45232.0,10+ years,MO,818
CUST007844,33,12000.0,5 years,MO,542
CUST007845,57,49590.0,10+ years,OH,671
CUST007846,55,"$65,589",10+ years,TX,999
CUST007847,27,46592.0,< 1 year,nj,817
CUST007848,38,40045.0,10+ years,NJ,625
CUST007849,30,,4 years,NJ,728
CUST007850,34,"$58,025",7 years,AZ,694
CUST007851,62,86698.0,10+ years,pa,647
CUST007852,34,52881.0,4 years,NY,697
CUST007853,42,51988.0,8 years,MI,668
CUST007854,44,45248.0,10+ years,MO,721
CUST007855,25,35736.0,< 1 year,ca,632
CUST007856,27,"$51,438",3 years,TX,668
CUST007857,23,54512.0,< 1 year,CA,659
CUST007858,27,68290.0,3 years,TX,563
CUST007859,21,47945.0,1 years,PA,702
CUST007860,44,53255.0,10+ years,VA,590
CUST007861,62,56164.0,10+ years,NY,660
CUST007862,39,55630.0,8 years,FL,637
CUST007863,21,41449.0,< 1 year,WI,726
CUST007864,30,12000.0,4 years,WI,708
CUST007865,32,16013.0,10+ years,TX,724
CUST007866,25,"$22,948",< 1 year,FL,608
CUST007867,48,45867.0,10+ years,Ohio,684
CUST007868,47,32064.0,10+ years,FL,680
CUST007869,24,34301.0,< 1 year,NY,719
CUST007870,46,73618.0,10+ years,WI,611
CUST007871,56,64174.0,10+ years,FL,649
CUST007872,60,46899.0,10+ years,AZ,623
CUST007873,72,89294.0,10+ years,OH,725
CUST007874,27,15550.0,< 1 year,IL,669
CUST007875,71,69871.0,10+ years,WI,722
CUST007876,33,"$53,796",10+ years,WI,702
CUST007877,30,53803.0,2 years,wa,706
CUST007878,41,44661.0,6 years,MD,704
CUST007879,31,47967.0,2 years,IN,784
CUST007880,42,34086.0,8 years,MD,751
CUST007881,22,34136.0,,NJ,671
CUST007882,35,36042.0,6 years,AZ,609
CUST007883,53,43516.0,10+ years,OH,728
CUST007884,37,30593.0,4 years,OH,745
CUST007885,39,52751.0,10+ years,TX,634
CUST007886,43,29191.0,10+ years,WI,781
CUST007887,52,"$57,975",9 years,NJ,727
CUST007888,21,41026.0,< 1 year,AZ,675
CUST007889,45,46408.0,10+ years,WI,687
CUST007890,34,17481.0,5 years,OH,686
CUST007891,39,42445.0,7 years,NC,605
CUST007892,50,69965.0,10+ years,MD,718
CUST007893,23,12000.0,< 1 year,IN,598
CUST007894,25,47606.0,< 1 year,IL,675
CUST007895,21,"$36,450",< 1 year,FL,763
CUST007896,31,42252.0,7 years,FL,653
CUST007897,53,72060.0,10+ years,VA,764
CUST007898,36,44908.0,7 years,FL,742
CUST007899,21,30014.0,< 1 year,MI,655
CUST007900,32,39272.0,4 years,MA,999
CUST007901,21,38244.0,< 1 year,TX,646
CUST007902,24,47993.0,1 years,IN,634
CUST007903,42,37888.0,9 years,MI,703
CUST007904,23,16873.0,2 years,AZ,634
CUST007905,51,55131.0,10+ years,FL,721
CUST007906,37,35068.0,10+ years,IN,654
CUST007907,39,63607.0,,WI,633
CUST007908,34,18106.0,5 years,OH,645
CUST007909,47,64341.0,10+ years,MA,696
CUST007910,47,77001.0,10+ years,TN,665
CUST007911,42,41519.0,5 years,VA,640
CUST007912,44,74681.0,10+ years,NY,748
CUST007913,35,59160.0,7 years,NJ,745
CUST007914,44,47361.0,10+ years,MA,686
CUST007915,33,"$51,682",4 years,PA,635
CUST007916,38,33001.0,7 years,FL,752
CUST007917,34,24074.0,8 years,MA,731
CUST007918,32,31243.0,9 years,TX,612
CUST007919,29,54855.0,1 years,WI,817
CUST007920,43,"$44,525",7 years,VA,663
CUST007921,53,64025.0,10+ years,NY,736
CUST007922,52,47134.0,10+ years,MD,764
CUST007923,22,39200.0,< 1 year,IL,676
CUST007924,53,75872.0,10+ years,VA,843
CUST007925,34,30036.0,6 years,NJ,605
CUST007926,45,19044.0,7 years,MD,607
CUST007927,27,26774.0,2 years,MA,638
CUST007928,39,"$53,238",4 years,OH,725
CUST007929,41,48802.0,9 years,GA,785
CUST007930,21,"$26,207",< 1 year,NY,552
CUST007931,45,59043.0,10+ years,MI,663
CUST007932,54,56936.0,,NJ,724
CUST007933,35,22970.0,10+ years,GA,676
CUST007934,54,75685.0,10+ years,NJ,662
CUST007935,35,"$28,527",,IN,629
CUST007936,48,39376.0,10+ years,MI,755
CUST007937,21,32501.0,< 1 year,AZ,701
CUST007938,67,63613.0,10+ years,MA,999
CUST007939,55,53527.0,10+ years,NC,669
CUST007940,34,64309.0,9 years,TX,709
CUST007941,21,48828.0,< 1 year,IL,608
CUST007942,41,66869.0,5 years,WI,650
CUST007943,21,"$36,390",1 years,MD,676
CUST007944,43,68746.0,10+ years,FL,679
CUST007945,42,79639.0,7 years,AZ,681
CUST007946,26,47412.0,3 years,OH,701
CUST007947,51,,10+ years,GA,743
CUST007948,47,69294.0,10+ years,NC,713
CUST007949,49,51626.0,10+ years,GA,541
CUST007950,38,47595.0,7 years,IL,706
CUST007951,21,27862.0,< 1 year,VA,706
CUST007952,49,"$56,529",6 years,WA,752
CUST007953,34,35877.0,6 years,PA,684
CUST007954,21,44318.0,< 1 year,TN,741
CUST007955,54,50305.0,10+ years,WI,664
CUST007956,63,77617.0,10+ years,NY,580
CUST007957,37,24860.0,5 years,,640
CUST007958,63,45284.0,10+ years,MD,687
CUST007959,39,64528.0,10+ years,OH,689
CUST007960,33,58688.0,3 years,FL,567
CUST007961,30,28519.0,4 years,NY,656
CUST007962,57,68959.0,10+ years,WI,688
CUST007963,28,29061.0,7 years,MA,675
CUST007964,46,"$50,676",10+ years,IN,688
CUST007965,31,29680.0,,MO,648
CUST007966,32,45101.0,3 years,GA,774
CUST007967,50,54083.0,10+ years,WA,737
CUST007968,33,45625.0,5 years,MI,707
CUST007969,33,"$64,416",3 years,IL,641
CUST007970,51,66843.0,10+ years,TN,683
CUST007971,57,70072.0,10+ years,TX,635
CUST007972,45,45228.0,10+ years,PA,711
CUST007973,30,35584.0,5 years,PA,562
CUST007974,31,12000.0,4 years,MO,573
CUST007975,38,68495.0,6 years,ga,750
CUST007976,41,34629.0,10+ years,GA,721
CUST007977,26,12000.0,1 years,,664
CUST007978,46,53432.0,10+ years,OH,726
CUST007979,39,"$51,913",10+ years,AZ,708
CUST007980,21,44868.0,< 1 year,FL,744
CUST007981,26,34672.0,< 1 year,GA,636
CUST007982,31,50882.0,,,677
CUST007983,37,58147.0,10+ years,MD,673
CUST007984,60,84280.0,10+ years,PA,793
CUST007985,40,30795.0,10+ years,AZ,673
CUST007986,27,39864.0,3 years,MO,685
CUST007987,40,27024.0,10+ years,NC,709
CUST007988,33,69316.0,4 years,IL,583
CUST007989,41,59465.0,10+ years,WA,692
CUST007990,44,43228.0,5 years,AZ,673
CUST007991,52,67838.0,10+ years,IN,642
CUST007992,37,29042.0,7 years,tx,704
CUST007993,57,44880.0,10+ years,PA,713
CUST007994,48,,10+ years,OH,644
CUST007995,29,19887.0,5 years,MI,698
CUST007996,64,73885.0,10+ years,VA,680
CUST007997,41,52083.0,10+ years,IL,724
CUST007998,27,29464.0,< 1 year,IL,702
CUST007999,57,"$52,779",10+ years,MO,696
CUST008000,62,75111.0,10+ years,TX,734
CUST008001,37,46420.0,7 years,AZ,670
CUST008002,31,"$50,070",4 years,,619
CUST008003,35,78473.0,2 years,IL,606
CUST008004,46,"$25,355",10+ years,WA,749
CUST008005,53,51422.0,10+ years,OH,646
CUST008006,44,55944.0,10+ years,nc,715
CUST008007,39,61762.0,,MA,667
CUST008008,55,70995.0,10+ years,wa,667
CUST008009,34,57445.0,10+ years,GA,691
CUST008010,50,37603.0,10+ years,,653
CUST008011,34,35835.0,7 years,wa,674
CUST008012,43,73324.0,8 years,GA,681
CUST008013,36,30096.0,4 years,GA,721
CUST008014,37,12000.0,8 years,OH,667
CUST008015,33,27148.0,1 years,GA,729
CUST008016,54,71160.0,10+ years,MA,724
CUST008017,29,33538.0,,FL,681
CUST008018,29,15327.0,6 years,NC,691
CUST008019,63,64577.0,10+ years,IN,685
CUST008020,49,38641.0,10+ years,IN,703
CUST008021,21,"$12,000",,FL,795
CUST008022,31,23815.0,5 years,MO,703
CUST008023,21,26582.0,< 1 year,MI,673
CUST008024,26,"$12,000",1 years,TX,688
CUST008025,21,45486.0,3 years,GA,681
CUST008026,36,41447.0,10+ years,CA,692
CUST008027,24,12000.0,3 years,MI,660
CUST008028,38,30797.0,10+ years,GA,751
CUST008029,21,15479.0,< 1 year,VA,630
CUST008030,38,45494.0,,TX,689
CUST008031,33,41670.0,4 years,TX,709
CUST008032,56,64092.0,10+ years,MD,594
CUST008033,54,53269.0,6 years,MI,670
CUST008034,47,56036.0,,CA,587
CUST008035,34,12000.0,8 years,TX,646
CUST008036,61,54770.0,10+ years,IN,683
CUST008037,21,14857.0,1 years,OH,711
CUST008038,21,12000.0,,GA,677
CUST008039,36,39719.0,,GA,850
CUST008040,65,57729.0,10+ years,IN,621
CUST008041,35,67495.0,9 years,WA,652
CUST008042,35,,9 years,GA,632
CUST008043,21,47669.0,< 1 year,MI,689
CUST008044,49,28522.0,10+ years,mi,644
CUST008045,49,88677.0,10+ years,MO,722
CUST008046,47,64960.0,7 years,FL,762
CUST008047,30,"$47,674",4 years,ga,637
CUST008048,29,14120.0,< 1 year,MI,612
CUST008049,22,21360.0,< 1 year,NC,698
CUST008050,39,42738.0,10+ years,OH,770
CUST008051,25,28289.0,< 1 year,PA,665
CUST008052,23,46489.0,< 1 year,IN,709
CUST008053,32,"$48,570",9 years,NY,786
CUST008054,32,35714.0,3 years,TN,740
CUST008055,31,51987.0,4 years,MO,693
CUST008056,43,69147.0,10+ years,NC,695
CUST008057,38,36881.0,10+ years,OH,631
CUST008058,34,31641.0,4 years,MA,691
CUST008059,40,80225.0,10+ years,oh,694
CUST008060,26,27402.0,6 years,WI,773
CUST008061,39,,8 years,IL,573
CUST008062,39,44282.0,4 years,TN,667
CUST008063,21,41117.0,2 years,MA,750
CUST008064,49,"$69,376",10+ years,WI,692
CUST008065,27,30316.0,2 years,WI,698
CUST008066,39,55774.0,5 years,WI,657
CUST008067,51,64754.0,10+ years,WA,728
CUST008068,49,56467.0,10+ years,GA,587
CUST008069,38,40900.0,5 years,tx,698
CUST008070,33,41621.0,5 years,PA,668
CUST008071,49,52358.0,10+ years,MI,642
CUST008072,46,56060.0,10+ years,FL,705
